rho_lower,rho_upper,log10_tau_lower,log10_tau_upper,depth
1.5302490234375,1.53121337890625,-3.767578125,-3.76171875,24
1.53121337890625,1.532177734375,-3.7734375,-3.767578125,24
1.53121337890625,1.532177734375,-3.767578125,-3.76171875,24
1.53314208984375,1.5341064453125,-3.791015625,-3.78515625,24
1.532177734375,1.53314208984375,-3.78515625,-3.779296875,24
1.532177734375,1.53314208984375,-3.779296875,-3.7734375,24
1.53314208984375,1.5341064453125,-3.78515625,-3.779296875,24
1.53314208984375,1.5341064453125,-3.779296875,-3.7734375,24
1.5341064453125,1.53507080078125,-3.796875,-3.791015625,24
1.5341064453125,1.53507080078125,-3.791015625,-3.78515625,24
1.53507080078125,1.53603515625,-3.796875,-3.791015625,24
1.53507080078125,1.53603515625,-3.791015625,-3.78515625,24
1.5341064453125,1.53507080078125,-3.78515625,-3.779296875,24
1.5341064453125,1.53507080078125,-3.779296875,-3.7734375,24
1.53507080078125,1.53603515625,-3.78515625,-3.779296875,24
1.532177734375,1.53314208984375,-3.7734375,-3.767578125,24
1.53603515625,1.53699951171875,-3.802734375,-3.796875,24
1.53699951171875,1.5379638671875,-3.80859375,-3.802734375,24
1.53699951171875,1.5379638671875,-3.802734375,-3.796875,24
1.53892822265625,1.539892578125,-3.814453125,-3.80859375,24
1.5379638671875,1.53892822265625,-3.80859375,-3.802734375,24
1.5379638671875,1.53892822265625,-3.802734375,-3.796875,24
1.53892822265625,1.539892578125,-3.80859375,-3.802734375,24
1.53892822265625,1.539892578125,-3.802734375,-3.796875,24
1.5418212890625,1.54278564453125,-3.826171875,-3.8203125,24
1.54278564453125,1.54375,-3.826171875,-3.8203125,24
1.539892578125,1.54085693359375,-3.814453125,-3.80859375,24
1.54085693359375,1.5418212890625,-3.8203125,-3.814453125,24
1.54085693359375,1.5418212890625,-3.814453125,-3.80859375,24
1.539892578125,1.54085693359375,-3.80859375,-3.802734375,24
1.539892578125,1.54085693359375,-3.802734375,-3.796875,24
1.54085693359375,1.5418212890625,-3.80859375,-3.802734375,24
1.5418212890625,1.54278564453125,-3.8203125,-3.814453125,24
1.5418212890625,1.54278564453125,-3.814453125,-3.80859375,24
1.54278564453125,1.54375,-3.8203125,-3.814453125,24
1.54278564453125,1.54375,-3.814453125,-3.80859375,24
1.5418212890625,1.54278564453125,-3.80859375,-3.802734375,24
1.53603515625,1.53699951171875,-3.796875,-3.791015625,24
1.53603515625,1.53699951171875,-3.791015625,-3.78515625,24
1.53699951171875,1.5379638671875,-3.796875,-3.791015625,24
1.53699951171875,1.5379638671875,-3.791015625,-3.78515625,24
1.5379638671875,1.53892822265625,-3.796875,-3.791015625,24
1.53892822265625,1.539892578125,-3.796875,-3.791015625,24
1.4299560546875,1.43092041015625,-3.380859375,-3.375,24
1.43092041015625,1.431884765625,-3.38671875,-3.380859375,24
1.43092041015625,1.431884765625,-3.380859375,-3.375,24
1.43477783203125,1.4357421875,-3.404296875,-3.3984375,24
1.43284912109375,1.4338134765625,-3.392578125,-3.38671875,24
1.431884765625,1.43284912109375,-3.38671875,-3.380859375,24
1.431884765625,1.43284912109375,-3.380859375,-3.375,24
1.43284912109375,1.4338134765625,-3.38671875,-3.380859375,24
1.43284912109375,1.4338134765625,-3.380859375,-3.375,24
1.4338134765625,1.43477783203125,-3.3984375,-3.392578125,24
1.4338134765625,1.43477783203125,-3.392578125,-3.38671875,24
1.43477783203125,1.4357421875,-3.3984375,-3.392578125,24
1.43477783203125,1.4357421875,-3.392578125,-3.38671875,24
1.4338134765625,1.43477783203125,-3.38671875,-3.380859375,24
